zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2004,8,18,8918.67,8269.33,7922,7596,7650,8202.67,9149.33,9642.67,10026.67,10852,11642,12814.67,13991.33,15050,15950.67,16973.33,17663.33,18392.67,18236.67,17254,16773.33,15900,13750.67,11730.67
1,2004,8,19,10088,9044.67,8528.67,8250.67,8179.33,8679.33,9732.67,10135.33,10747.33,11386,12830.67,14397.33,15956,17463.33,18620.67,19348,19944,19986,19649.33,18782.67,18456.67,17394.67,15144.67,13044
1,2004,8,20,11372,10343.33,9460.67,8914.67,8845.33,9300.67,10275.33,10760.67,11536.67,12743.33,14473.33,16041.33,17584.67,18760,19422,19596.67,19834,19672,18901.33,18132.67,17955.33,16904,15040,13314.67
1,2004,8,21,11706.67,10558.67,9732,9304,9071.33,9296,9823.33,10697.33,11837.33,12802,13560.67,15074.67,16388.67,17464,17499.33,16359.33,15752,15364.67,15252,14650,14695.33,13851.33,12448.67,10846
1,2004,8,22,9326,8272,7575.33,7044,6926,6976,7400.67,8355.33,10165.33,11561.33,12516.67,12982.67,13485.33,13872.67,14328.67,14756,15388,15488.67,14846,13913.33,13730,12753.33,11286,9788.67
1,2004,8,23,8376.67,7569.33,7206.67,6980,7138,7931.33,8756,9094,9430.67,10206,11118,12138,13335.33,14748,15638,16376.67,17040.67,17824.67,17743.33,16708.67,16399.33,14859.33,12599.33,10662
1,2004,8,24,9308.67,8332.67,7904,7480.67,7554.67,8018.67,9180.67,9572.67,9870.67,10750.67,12001.33,13048.67,14326,15670.67,16561.33,17272,17956,18134,17878,16885.33,16398.67,14918.67,12730,10820.67
1,2004,8,25,9304.67,8330,7806.67,7503.33,7510,8136.67,9464,9796,9778,10040.67,10526.67,11176,12011.33,13020,13784.67,14713.33,15742,16232,15870,14890.67,14817.33,13714,11630,9594
1,2004,8,26,8368.67,7640,7292.67,6988,7081.33,7825.33,9187.33,9428,9496.67,9949.33,10369.33,10890,11606.67,12783.33,13669.33,14768.67,15682,16310,16144,15274,15228.67,13952,11779.33,9977.33
1,2004,8,27,8710,7933.33,7521.33,7350.67,7370,7820,8902.67,9274,9766.67,10467.33,11498,12694.67,14108,15251.33,16345.33,17490,18126.67,18500.67,18220,17256.67,17039.33,15642,13713.33,11638
1,2004,8,28,10086.67,9145.33,8578.67,8109.33,7822.67,7921.33,8414.67,9356,11226,12884.67,14823.33,16325.33,17642.67,18985.33,19929.33,20304,19529.33,18333.33,17468.67,16218,15622.67,14335.33,12859.33,11244.67
1,2004,8,29,9632,8595.33,7998.67,7728.67,7511.33,7503.33,7758.67,8845.33,10800.67,12678.67,14159.33,15212,15868,16291.33,16532.67,16605.33,16673.33,16547.33,16236.67,16114,16006.67,14666.67,12914,10921.33
1,2004,8,30,9710.67,9060.67,8585.33,8336,8320,9188,11089.33,11330,10986,11088,11269.33,11582,12300,13104.67,13626.67,14135.33,15100,15849.33,16046,15924,16146.67,14842.67,12720,11011.33
1,2004,8,31,9573.33,8742,8146.67,7912.67,8002,8726.67,10501.33,10708,10600,11151.33,11853.33,13029.33,14258,15583.33,16244,16752,17611.33,18294.67,18082,17272.67,17012.67,15290.67,12869.33,10784
1,2004,9,1,9234.67,8508,7907.33,7782,7960,8733.33,10438,,10355.33,10797.33,11216.67,12056,13224.67,14438.67,15056.67,15884,16680,17296,16776,15912.67,15920,14558,12128.67,10132
1,2004,9,2,8912,8170,7638,7302.67,7376.67,8119.33,9807.33,10051.33,9879.33,10386.67,11090,11794.67,12762,13177.33,13406,13684.67,13825.33,14140.67,14458.67,14214,14259.33,13304.67,11312.67,9534.67
1,2004,9,3,8379.33,7614.67,7257.33,7096,7174,8004.67,9663.33,9840.67,9906.67,10420.67,10963.33,11295.33,11968,12695.33,13083.33,13674.67,14495.33,14964,14720.67,13854.67,13920.67,12964,11275.33,9774
1,2004,9,4,8386.67,7622.67,7070.67,7002.67,7059.33,7204,7725.33,8662,10156,11485.33,12210.67,12853.33,13723.33,14550.67,15373.33,15892.67,16171.33,16610,16525.33,15670.67,15534.67,14156,12346,10354.67
1,2004,9,5,8802,7803.33,7278.67,6945.33,6792,6888.67,7250.67,8543.33,10460,12121.33,12921.33,13550.67,14087.33,14714,15244,15784.67,16233.33,16462,16144.67,15446,15438,14228,12650.67,11004.67
1,2004,9,6,9536.67,8520.67,7902.67,7598,7472.67,7590.67,7926.67,8704,10380,11904,12652,12620.67,12082.67,11543.33,11062.67,11068,10950,11309.33,11532,11973.33,12356,11506.67,10238.67,8982.67
1,2004,9,7,8029.33,7570.67,7343.33,7298,7357.33,8298.67,10150,10476.67,10353.33,10599.33,10679.33,10511.33,10535.33,10805.33,10903.33,11342.67,11954,12590,13055.33,13355.33,13832,12739.33,11278,9839.33
1,2004,9,8,8749.33,8058.67,8090,8018.67,8113.33,9006,10690.67,11040,10656,10819.33,10956,10931.33,11224.67,11348,11200,11520.67,11136,11748.67,12897.33,13604,13784.67,12914.67,11307.33,9856.67
1,2004,9,9,8859.33,8287.33,8101.33,7950,7972.67,8932.67,10466,10621.33,10572,11026,11500,11638,12014.67,12562,13158.67,13882,14284.67,14716,14338.67,13806,14078,12752,10770.67,9016.67
1,2004,9,10,7929.33,7406,6966.67,6885.33,6980.67,7735.33,9240.67,9630,9324.67,9550,9949.33,10341.33,11366.67,12072.67,12692,13762,14679.33,14878,14216.67,13354.67,13532.67,12298,10964.67,9417.33
1,2004,9,11,8262.67,7518,7091.33,6823.33,6785.33,7011.33,7578.67,8484,9489.33,10176.67,10597.33,11002,11818.67,12572,13325.33,14160.67,14914,15176.67,14523.33,13610.67,13570,12207.33,10762.67,9462.67
1,2004,9,12,8223.33,7352.67,6954,6805.33,6698.67,6716,7073.33,8032.67,9718,10648.67,10823.33,11435.33,12451.33,13577.33,14439.33,14654.67,14919.33,15055.33,14499.33,14030,14043.33,12720.67,11162,9578.67
1,2004,9,13,8273.33,7715.33,7382,7284,7311.33,7943.33,9746,9970,9466,9607.33,9785.33,10188,10632,11344,12126.67,13234.67,14165.33,14278,13956,14128.67,14456.67,13166.67,11130,9166
1,2004,9,14,8134,7584.67,7371.33,7224.67,7360,8138,9886,10229.33,9362,9326,9643.33,10045.33,10454.67,10945.33,10821.33,11188.67,11846.67,12264,12257.33,12693.33,13288,12340.67,10470.67,8951.33
1,2004,9,15,7858,7358,7176,6898,7131.33,7918,9557.33,9861.33,9246,9244,9537.33,9666,9946.67,10331.33,10344.67,11295.33,12188.67,12753.33,12667.33,12786.67,13259.33,12140.67,10370,8796
1,2004,9,16,7894.67,7378.67,7072.67,6960.67,7052.67,7880,9502.67,10014,9560.67,9594.67,9771.33,9948.67,9923.33,10024.67,10456.67,10923.33,11523.33,12179.33,12346,12878.67,13108,12350,10726.67,9256.67
1,2004,9,17,8288,7854.67,7614,7579.33,7810,8634,10502,11060,10802.67,10896.67,10997.33,11357.33,11334,11048.67,10210,10562.67,11306.67,11764,12054.67,12410.67,11912.67,11114,10078,9000
1,2004,9,18,7906,7269.33,6814,6549.33,6534,6728.67,7230,8064.67,9129.33,9818,10558.67,10786.67,10436,10530,10420,10498,10737.33,10882,10629.33,10612,10759.33,9774.67,8746,7706
1,2004,9,19,6839.33,6201.33,6017.33,5893.33,5849.33,6068.67,6606,7689.33,9177.33,9900.67,9722.67,9574,9636,9736,9907.33,10181.33,10423.33,10723.33,10694.67,11060.67,11229.33,10011.33,8797.33,7618.67
1,2004,9,20,6963.33,6655.33,6439.33,6442,6676.67,7755.33,9635.33,9973.33,9304,9161.33,8902,8712.67,8450.67,8738,8870,9063.33,9574.67,10135.33,10334,11159.33,11402,10314.67,8898.67,7810.67
1,2004,9,21,6943.33,6617.33,6557.33,6572,6809.33,7929.33,9908.67,10108,9284,9031.33,8824.67,8825.33,8772,8968,9253.33,9920,10564.67,11200,11270.67,11869.33,12111.33,10920,9132.67,7967.33
1,2004,9,22,7090.67,6697.33,6581.33,6586.67,6668.67,7746.67,9728,9850,9060.67,8940,9206.67,9364.67,9954,10679.33,11478,12636.67,13880,14641.33,14626.67,14385.33,14136,12803.33,10541.33,9034.67
1,2004,9,23,7902,7273.33,6942,6790.67,6928.67,7872,9695.33,9856.67,9281.33,9368,10030.67,10512,11142,11911.33,12767.33,13369.33,14137.33,14396,14050,14244.67,13632.67,12109.33,10518,8906
1,2004,9,24,7810,7268.67,7029.33,6886,6990,7806.67,9295.33,9881.33,9313.33,9300.67,9522,9900,10543.33,11164,11659.33,12161.33,12876.67,13098.67,12996.67,12770,12468.67,11463.33,10172,8814.67
1,2004,9,25,7762,7147.33,6823.33,6617.33,6551.33,6796,7533.33,8592,9639.33,10325.33,10534,10640.67,10942,11456.67,12186.67,12924,13433.33,13378.67,12832,12634.67,12423.33,11123.33,9624.67,8418
1,2004,9,26,7299.33,6696,6449.33,6273.33,6259.33,6342.67,6756,7932,9840,10693.33,10776.67,11204.67,11510.67,11757.33,12149.33,12538.67,12940,12936,12608,12862,12697.33,11406,10173.33,8918.67
1,2004,9,27,7972.67,7425.33,7058,6905.33,7090,7900,9676,9974,9366,9356.67,9274.67,9378,9436,9316.67,9288,8798.67,9442,10602.67,11208.67,11910.67,11534.67,10484.67,9377.33,8008.67
1,2004,9,28,7247.33,6978,6751.33,6760.67,6949.33,7868,9668,10348.67,9990,10002.67,10130,10050.67,9974.67,10098,10191.33,10186,10755.33,11361.33,11617.33,12262.67,12543.33,11602,10015.33,8693.33
1,2004,9,29,7666,7137.33,6802.67,6778,6707.33,7616.67,9194.67,9638.67,9030,8963.33,9360,9749.33,10038.67,10696,11212,11799.33,12336,12493.33,12309.33,12617.33,12470.67,11586.67,10003.33,8536.67
1,2004,9,30,7392,6937.33,6658.67,6617.33,6736,7590,9460,9868,9062.67,8856,8928,9114,9571.33,10040.67,10096.67,10500.67,11253.33,11664.67,11794.67,12348,12324.67,11416.67,10052.67,8586
1,2004,10,1,7423.33,6814,6606.67,6579.33,6674,7473.33,9278.67,9721.33,9150,8936.67,8820,8811.33,8734,8781.33,8836.67,8910.67,9494,9809.33,10238.67,10844,10914.67,10465.33,9296.67,8263.33
1,2004,10,2,7368.67,6850,6583.33,6512,6400.67,6724.67,7445.33,8240,9386.67,9960.67,10510.67,11061.33,11627.33,11906.67,11775.33,11440.67,11690,11578.67,11395.33,11703.33,11487.33,10557.33,9440.67,8234
1,2004,10,3,7224.67,6618.67,6274.67,6143.33,6128.67,6321.33,6758,7765.33,9386,10090.67,10102.67,10141.33,10156.67,10056,9794.67,9784,9979.33,10256.67,10703.33,11475.33,11384.67,10211.33,9250,8102
1,2004,10,4,7252,6864,6623.33,6670,6798,7656.67,9356,9724,9064,9211.33,9376,9410,9491.33,9773.33,9950,10446,11192,11704.67,11531.33,12098,11973.33,10856.67,9388,8010.67
1,2004,10,5,7142,6775.33,6622.67,6624,6840,7776,9638,9820.67,9250,9054.67,8950,8694.67,8498.67,8499.33,8569.33,8853.33,9406.67,10024.67,10266,11368,11456,10483.33,9106,8021.33
1,2004,10,6,7268.67,6917.33,6774.67,6788,7039.33,8206.67,10184.67,10702.67,9808,9278.67,9044,8681.33,8474,8262,8210.67,8591.33,9258,9921.33,10256.67,11234,11279.33,10516,9352.67,8178
1,2004,10,7,7382,7076,6852.67,7006,7402.67,8623.33,10622.67,11062.67,10194.67,9560.67,,8890,8702,8742.67,8712,9069.33,9702,10090.67,10184.67,11512,11470.67,10576.67,9292,8147.33
1,2004,10,8,7260.67,6828,6936.67,6904,7248.67,8472.67,10512.67,11099.33,10302.67,9793.33,9462,9124,8868,8840.67,8896.67,9185.33,9798,10162,10136.67,10874,10714.67,9934.67,8829.33,8010
1,2004,10,9,7186,6788,6548.67,6544,6708,6990,7876,8983.33,10110.67,10402,9960,9574,9436,9211.33,8939.33,9181.33,9500,9938.67,10344,10848,10528.67,9734,8728.67,7687.33
1,2004,10,10,6850,6267.33,6058,5988,5967.33,6112,6658,7862,9632,10418,10218,10058,10141.33,10452.67,10445.33,10562,10621.33,10851.33,10966.67,11602,11073.33,9880,8943.33,7747.33
1,2004,10,11,6887.33,6612.67,6530.67,6558,6995.33,8165.33,10184,10815.33,10183.33,9908,9427.33,9176,8873.33,8899.33,8868.67,9072.67,9292,9948,10566,11563.33,11513.33,10584.67,9142.67,7966
1,2004,10,12,7194,6903.33,6854.67,7009.33,7409.33,8890,10976,11323.33,10045.33,9596.67,9114.67,8838,8625.33,8596,8422.67,8823.33,9420.67,9926.67,10299.33,11362,11165.33,10545.33,9053.33,7710
1,2004,10,13,6910,6627.33,6520.67,6646,7032.67,7810.67,9238,10266,9438,9392.67,9612.67,9426.67,9177.33,9096.67,8927.33,9304.67,10159.33,11362.67,12203.33,12272.67,11890,11184.67,9794.67,8505.33
1,2004,10,14,7658,7347.33,7255.33,7302,7519.33,8626,10438.67,10678,9790,9342.67,9018.67,8738.67,8585.33,8615.33,8483.33,8563.33,9104,9922.67,10668,11487.33,11140,10434,9222,7983.33
1,2004,10,15,7101.33,6745.33,6613.33,6659.33,6915.33,7935.33,9935.33,10501.33,9762,9457.33,9569.33,9194,8741.33,8693.33,8472.67,8549.33,8768.67,9418,10335.33,11124,10733.33,10260.67,9450.67,8674
1,2004,10,16,7901.33,7610,7498.67,7586.67,7726,8241.33,9216.67,10474.67,11444.67,11639.33,11610.67,11272,10424.67,9756.67,9012.67,9040.67,9171.33,9570,10391.33,11448,11169.33,10698,9896.67,9126
1,2004,10,17,8532,8130,7996.67,8155.33,8289.33,8668.67,9552.67,11024.67,12343.33,12169.33,11283.33,10413.33,9894,9408.67,9157.33,8917.33,8691.33,9174.67,9847.33,11107.33,11070,10408.67,9522.67,8634
1,2004,10,18,8095.33,7939.33,8052.67,8227.33,8778,10468.67,12595.33,12784,11715.33,11268,10992.67,10320.67,9576.67,9280,8831.33,8852.67,9503.33,10471.33,11478,12039.33,11798.67,10921.33,9640.67,8368.67
1,2004,10,19,7680.67,7404,7292,7225.33,7483.33,8525.33,10414,10716,9794,9633.33,9478,9032.67,9063.33,8937.33,8594,8881.33,9166.67,9938,10932.67,11634,11190,10202.67,9003.33,8014.67
1,2004,10,20,7173.33,6804.67,6627.33,6699.33,6937.33,8076,9950,10347.33,9540,9448,9501.33,9330,9030,8819.33,8742,8704,9518,10367.33,11404,11738.67,11523.33,10880.67,9500.67,8428.67
1,2004,10,21,7584.67,7228.67,7107.33,7078,7374.67,8600,10366,10864.67,10154,10058.67,9842.67,9804.67,9438,9278.67,9036.67,8908,9602,10380,11364,11927.33,11776.67,10867.33,9610,8546
1,2004,10,22,7636,7314,7220.67,7296,7513.33,8476,10378,10790.67,10186.67,10185.33,10080,9612,9610.67,9420,9201.33,9273.33,9808.67,10627.33,11298.67,11524.67,11315.33,10729.33,9768.67,8842.67
1,2004,10,23,8102.67,7647.33,7440,7420,7593.33,7984.67,8880.67,9920,11055.33,11660.67,11660.67,11211.33,10906,10365.33,10024.67,10111.33,10556,10859.33,11560.67,11662,11350.67,10654.67,9730,8631.33
1,2004,10,24,7810.67,7396.67,7176.67,7248.67,7283.33,7649.33,8340.67,9623.33,11242.67,11855.33,11590.67,11265.33,11076.67,10518,10135.33,9822.67,9850,10108,10830.67,11262.67,10952.67,10252.67,9442,8469.33
1,2004,10,25,7725.33,7402.67,7313.33,7323.33,7606,8698,10519.33,10862,10041.33,9822.67,9689.33,9356.67,8922.67,8674,8697.33,8777.33,9230,9592.67,10492,11527.33,11364.67,10543.33,9301.33,7920.67
1,2004,10,26,7148.67,6773.33,6695.33,6669.33,7100,8092.67,9865.33,10488.67,9606,9284.67,9212,8873.33,8468,8264.67,8322,8822,9189.33,9768,10612,11495.33,11382,10593.33,9158.67,8006.67
1,2004,10,27,7251.33,7034,6971.33,7043.33,7404.67,8599.33,10490.67,11069.33,10283.33,10150,9991.33,9844.67,9425.33,9454,9236,9506.67,10497.33,11568,12200.67,12206.67,11916.67,11164.67,9865.33,8752
1,2004,10,28,7944,7610.67,7530,7500,7818.67,8874.67,10686.67,11332.67,10549.33,10475.33,10354,10163.33,9716.67,9488,9308,9399.33,9793.33,10570,11679.33,12167.33,11757.33,10998.67,9867.33,8836.67
1,2004,10,29,7901.33,7506,7373.33,7381.33,7654,8532,10631.33,11121.33,10429.33,10119.33,9803.33,9690.67,9375.33,8950.67,8630,8396.67,8720.67,9169.33,10022.67,10564.67,10280.67,9740,8952,8034
1,2004,10,30,7252.67,6651.33,6419.33,6330,6428.67,6829.33,7466.67,8178.67,9212,9893.33,9919.33,9569.33,9599.33,9590,9735.33,10064.67,10132,10136,10510.67,10819.33,10528,9858.67,8939.33,7981.33
1,2004,10,31,7053.33,6238.67,5926,5792,5883.33,6084,7102.67,8616,9766,10166.67,9908,9616,9426,9466.67,9527.33,9714.67,9630,10080.67,10204.67,9829.33,9680.67,9110.67,8454.67,7427.33
1,2004,11,1,6659.33,6384.67,6190.67,6172,6528,7752.67,9537.33,9608,8683.33,8598.67,8759.33,8858,9215.33,9503.33,9596,9822.67,10244.67,11222.67,12221.33,11962,11405.33,10329.33,8942,7866.67
1,2004,11,2,7062,6628,6516,6446,6684.67,7824.67,9050.67,9320,9226.67,8804.67,8619.33,9504.67,9708.67,9787.33,9640.67,9762,10048.67,11070.67,12107.33,11945.33,11563.33,10666.67,9390.67,8261.33
1,2004,11,3,7480,7082,6890,6742.67,6930.67,7974,9547.33,9848.67,9023.33,8852.67,8955.33,8957.33,9354.67,9218.67,8934,9079.33,9718,11087.33,11710,11482.67,10774.67,9792,8741.33,7496
1,2004,11,4,6858,6535.33,6469.33,6499.33,6949.33,8191.33,10228.67,10846,10462.67,10238,10300.67,10049.33,10255.33,10218,9948,10343.33,11168.67,12400,13521.33,13403.33,12720.67,11760.67,10524,9582
1,2004,11,5,8758,8522.67,8615.33,8716.67,9337.33,10666.67,12772.67,12644,11518.67,10536,9804,9186.67,8714.67,8592.67,8394,8622,9158,10624.67,11881.33,11924,11849.33,11288,10539.33,9852
1,2004,11,6,9447.33,9351.33,9463.33,9631.33,10020.67,10819.33,12020.67,13163.33,12862,11834.67,10879.33,10057.33,9516,9158,8997.33,8930,9353.33,10401.33,11153.33,10808.67,10562,10015.33,9336,8589.33
1,2004,11,7,8110,7990.67,8118.67,8303.33,8668.67,9072,9939.33,11321.33,11728,10944,10183.33,9510,9182,8951.33,8921.33,8794.67,8997.33,10098,10751.33,10780,10347.33,9372.67,8646.67,7751.33
1,2004,11,8,7308,7124.67,7071.33,7173.33,7607.33,9027.33,11067.33,10906.67,9157.33,8873.33,8971.33,8806.67,8707.33,8706,8355.33,8822,9798.67,11408,12688,12988.67,12868,12458.67,11395.33,10436.67
1,2004,11,9,10075.33,10206.67,10466.67,10904.67,11750.67,13381.33,15584,15372,13134.67,11565.33,10580,9851.33,9140.67,8712.67,8502.67,8815.33,9592.67,11729.33,13296,13686.67,13826.67,13162,12110.67,11482
1,2004,11,10,11242.67,11432.67,11709.33,12127.33,,14595.33,16924.67,16520.67,14137.33,12323.33,11106.67,10132.67,9498,9087.33,8658.67,8964,10282,12246.67,13278,13350,13130.67,12624.67,11664,10857.33
1,2004,11,11,10232.67,10280,10380,10594,11346.67,12806,14882.67,14922.67,13408,12812.67,12212,11301.33,10488,10103.33,9727.33,9923.33,,12565.33,13431.33,13297.33,12872.67,12161.33,10833.33,9723.33
1,2004,11,12,8398,8177.33,8076.67,8084,8482,9664,11908,12196,11457.33,11544,11489.33,11183.33,10854,10710,10621.33,11110,11759.33,12694.67,12958.67,12682.67,12493.33,11861.33,10560.67,9566.67
1,2004,11,13,8966,8615.33,8547.33,8668.67,8901.33,9660,10408,11785.33,12434.67,12134,11600,11088,10662.67,9906.67,9584,9627.33,10225.33,11740.67,12534.67,12660.67,12520.67,12238.67,11797.33,11141.33
1,2004,11,14,10850,10948.67,11157.33,11553.33,12113.33,12752.67,14049.33,15707.33,15904.67,14266,12744.67,11836,11214.67,10536.67,9837.33,9814,10451.33,12481.33,13514,13635.33,13712,13158,12346.67,11956
1,2004,11,15,11700.67,11782,12034,12327.33,12907.33,14452,16524.67,16722,14729.33,13073.33,11568.67,10580.67,10086,9716.67,9385.33,9348.67,10446.67,12429.33,13727.33,13971.33,13864.67,13044,11684,10843.33
1,2004,11,16,10060,9920,10116,10330,10882.67,12302,14482,14618.67,13330.67,13016.67,12672,11830,11226,11006.67,10616.67,10888,11629.33,13312.67,13884.67,14074,13686.67,12844,11408,10005.33
1,2004,11,17,9204.67,8996.67,8989.33,9064,9776,11294.67,13597.33,13771.33,12202.67,9328.67,8484.67,8966,8592.67,8477.33,8258.67,8233.33,9071.33,10896,11892.67,12030,11640,10923.33,9576.67,8545.33
1,2004,11,18,7793.33,7584,7526.67,7592.67,8052,9351.33,11242.67,11471.33,10510,9994,9200.67,8908.67,8754.67,8582.67,8503.33,8514.67,9255.33,10778.67,11560,11702,11244,10474.67,9087.33,8032
1,2004,11,19,7091.33,6602.67,6795.33,6836.67,7114.67,8160.67,10340,10472,9731.33,9603.33,9224.67,8718,8646.67,8598,8268,8453.33,9116,10130,10842.67,10714.67,10418.67,9857.33,8767.33,7893.33
1,2004,11,20,7250,6943.33,6910.67,6882,7050.67,7623.33,8384,9520,10712.67,11131.33,11231.33,10796.67,10626,10104,9862.67,9901.33,10504,11308,11390.67,11116.67,10677.33,9921.33,8974,8018.67
1,2004,11,21,7414,6864.67,6809.33,6891.33,7128,7420,8273.33,9888,11056,10996,10306,9790,9540.67,9234.67,8953.33,8981.33,9398.67,10927.33,11293.33,11143.33,10660.67,9716.67,9068.67,8393.33
1,2004,11,22,7726.67,7384.67,7221.33,7296,7693.33,8772.67,10714,11262,10570.67,10534.67,10390,10019.33,9643.33,9398.67,9332,9456,10264,11794.67,12617.33,12504,12184,11229.33,9905.33,8682.67
1,2004,11,23,7863.33,7553.33,7449.33,7550,7854.67,9018.67,10948.67,11382.67,10838,10902,10811.33,10582,10336.67,10380,10160,10593.33,11426.67,12564.67,12912.67,12922.67,12546.67,11872.67,10638,9326.67
1,2004,11,24,8468.67,8229.33,8123.33,8086,8408,9463.33,11448,12121.33,11868,11905.33,11888.67,11586,11179.33,11048,11132,11316,11773.33,12790,12852.67,12588,12038.67,11044,9764,8691.33
1,2004,11,25,7636,6998,6674.67,6663.33,6823.33,7282,8001.33,9495.33,11593.33,13444,14025.33,13850.67,12835.33,11746.67,11338,11788.67,12188.67,13194.67,13557.33,13861.33,13991.33,13983.33,13297.33,12622.67
1,2004,11,26,12132.67,12150.67,12292,12747.33,13594.67,14335.33,15318,16111.33,15345.33,14409.33,13489.33,12036,10968,10010,9595.33,9819.33,10753.33,13095.33,14268.67,14300.67,14247.33,13925.33,13318.67,12811.33
1,2004,11,27,12432,12550,12852.67,13113.33,13792.67,14678,15938.67,17075.33,17252,15806.67,14206.67,,11470.67,,,10738.67,11833.33,13040,13491.33,13376.67,12934,12254.67,11542.67,10670
1,2004,11,28,9756.67,9320,9229.33,9174.67,9352,9804,10742.67,12218.67,,12327.33,11286,10551.33,10188.67,9955.33,9736,9728.67,10385.33,12487.33,13488.67,13681.33,13650,13116,12484.67,12037.33
1,2004,11,29,11663.33,11711.33,11792.67,11891.33,12354,13586,15594.67,15713.33,13968,12514.67,11298.67,10484,9720.67,9580.67,9247.33,9485.33,10549.33,12898,14046,14255.33,14049.33,13043.33,11556.67,10567.33
1,2004,11,30,10086.67,9864.67,9931.33,10066.67,10564,11730,13695.33,13593.33,12486,12246,11880.67,10952,10274,10200,10249.33,10687.33,11638.67,13434,14018,14016,13696.67,12808,11469.33,10284.67
1,2004,12,1,9443.33,9061.33,9050.67,9131.33,9399.33,10348.67,11952,12136.67,11438.67,10854,10527.33,10354,9988,9824.67,9546.67,9883.33,11214.67,13734,14637.33,15069.33,14768,14532,13241.33,12083.33
1,2004,12,2,11562,11592.67,11770.67,12231.33,12990.67,14644.67,17279.33,17388.67,15296.67,13154,11552.67,10752,9856.67,9263.33,8810.67,8836,10037.33,12744,14042,14640,14648,14111.33,13130,12057.33
1,2004,12,3,11481.33,11325.33,11448,11599.33,12168.67,13627.33,15786.67,15782.67,13692.67,12211.33,11238,10673.33,10019.33,9523.33,9152.67,9266,10478,12624,13752.67,14091.33,14468.67,14154.67,13548,12732.67
1,2004,12,4,12147.33,12224,12508.67,12878.67,13604,14683.33,16361.33,17891.33,17578,15580.67,13582,12081.33,11117.33,10396,9984,10246.67,11066.67,12820,13525.33,13780.67,13777.33,13246.67,12304,11616.67
1,2004,12,5,11271.33,11084,11213.33,11529.33,12003.33,12550,13604,14992,15669.33,14711.33,12870,11269.33,10391.33,9714.67,9432,9396,10145.33,12408.67,12964,13086,12988,12215.33,11250.67,10355.33
1,2004,12,6,9586,9470,9472,9565.33,10118.67,11284,13327.33,13704,12808.67,12636,12371.33,11669.33,11090.67,10690,10678,11219.33,12444.67,13840.67,14209.33,13974,13562.67,12802.67,11287.33,9888
1,2004,12,7,8929.33,8679.33,8591.33,8577.33,9014.67,10172,12148.67,12510.67,11628,11280.67,10929.33,10355.33,10212.67,9857.33,9747.33,9692.67,10482.67,11894.67,12658.67,12592.67,12133.33,11263.33,9798,8503.33
1,2004,12,8,7751.33,7540.67,7487.33,7702.67,8214,9659.33,11778,12136.67,10902,9994.67,9418,8710.67,8352,8438.67,8242,8465.33,9365.33,11623.33,12516,12839.33,12744.67,12692,11634,10563.33
1,2004,12,9,10041.33,10034.67,10130.67,10374,11045.33,12500.67,14560.67,14544,13462,12958,12788.67,12653.33,12270.67,12222,12348.67,12814.67,13844.67,15064.67,15211.33,14868.67,14406.67,13730,12376,10815.33
1,2004,12,10,10046,9624.67,9052.67,9716,9981.33,11179.33,13124,13517.33,12785.33,12434,12170.67,11588,11182,10734.67,10548,10832,11479.33,13231.33,13424,13254,12917.33,12665.33,11784,10855.33
1,2004,12,11,10047.33,9620,9436.67,9310.67,9590.67,10080.67,11122,12192.67,13188,12876.67,12112,11251.33,10758.67,10622.67,10758,11018.67,12209.33,14100.67,14359.33,14220,14330.67,13792,12869.33,12036.67
1,2004,12,12,11210.67,10910,10799.33,10890.67,11082.67,11528,12668.67,14048.67,15406.67,14503.33,13880,13174,12232.67,11761.33,11727.33,11984,13053.33,14652,14744.67,14590,14546.67,13772.67,12852.67,11694
1,2004,12,13,10713.33,10345.33,10274,10321.33,10897.33,12294.67,14628,14728,13382.67,12732,12454,11858,11460.67,11174,11120,11904,13850,16488.67,17635.33,17452.67,17222,16558.67,15479.33,14458.67
1,2004,12,14,14110.67,14250.67,14509.33,14799.33,15631.33,17378,19477.33,19496,17470,16036,14908.67,14172.67,13757.33,13410.67,13432.67,13570.67,15916,19120,20349.33,20348.67,20226,19442.67,18022,17042
1,2004,12,15,16592,16602,16869.33,17189.33,18154,19902,22241.33,22052,20030.67,17866.67,16226,14682,13509.33,12543.33,12237.33,12595.33,14096.67,17204.67,18934.67,19390.67,19555.33,18962.67,17830,17114.67
1,2004,12,16,16708,16914,17254.67,17731.33,18570.67,20258.67,22638,22579.33,20226.67,17528.67,15387.33,13349.33,11872.67,10650.67,10279.33,10456,11543.33,14412.67,15666,16294.67,16454,16024.67,14935.33,13614
1,2004,12,17,12829.33,12455.33,12492,13103.33,13591.33,15036,16965.33,17332,15679.33,13837.33,12520.67,11082.67,10465.33,10032.67,9676,9642,10700,13253.33,14454,15248.67,15562,15136.67,14540.67,13999.33
1,2004,12,18,13710.67,13767.33,14093.33,14490,15046.67,15996,16999.33,18453.33,18828,16808.67,14978.67,13375.33,12090,10958,10504.67,10694,11827.33,13992,14792,15140,15412.67,15308.67,15018,14339.33
