station_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2004,8,31,73,75,75,75,75,75,74,75,77,79,79,81,81,81,82,82,81,81,78,75,74,74,73,72
1,2004,9,1,72,70,73,72,69,68,68,71,74,76,79,80,80,80,79,79,78,76,73,69,68,66,65,65
1,2004,9,2,65,63,62,62,62,62,63,71,74,77,79,79,79,79,79,76,76,75,73,71,68,68,68,68
1,2004,9,3,69,68,66,66,66,66,66,68,71,74,75,77,80,76,76,76,76,74,74,74,74,74,73,73
1,2004,9,4,73,73,73,73,73,73,71,73,75,78,79,78,80,80,78,76,76,75,74,73,71,70,66,66
1,2004,9,5,68,68,68,68,68,69,70,71,73,74,74,76,76,76,76,74,74,74,73,73,73,73,73,73
1,2004,9,6,71,73,73,71,71,73,73,73,74,75,76,76,76,76,76,76,74,74,73,73,73,73,73,73
1,2004,9,7,73,73,73,72,72,72,73,74,76,76,80,80,82,82,79,80,77,76,76,74,74,74,74,74
1,2004,9,8,73,71,71,73,73,73,73,74,76,79,79,78,80,80,80,79,80,80,78,78,78,78,78,76
1,2004,9,9,78,78,78,78,78,76,75,74,75,78,79,81,82,82,82,83,82,80,80,76,76,74,74,74
1,2004,9,10,72,73,68,67,66,66,68,73,74,76,77,79,79,79,79,79,78,77,74,71,68,68,68,68
1,2004,9,11,66,66,66,66,66,66,66,69,73,75,75,75,76,74,74,74,74,73,71,68,67,65,65,63
1,2004,9,12,62,62,63,61,62,62,63,66,71,72,75,75,74,75,73,75,73,72,70,67,65,63,61,61
1,2004,9,13,60,59,59,59,59,59,59,64,72,73,75,75,77,77,76,76,76,74,71,68,66,66,65,65
1,2004,9,14,63,62,62,62,63,63,63,66,72,73,73,73,73,74,73,73,73,71,72,72,72,73,72,71
1,2004,9,15,71,71,71,72,71,71,71,72,73,73,74,72,72,73,74,74,76,75,73,71,71,71,71,71
1,2004,9,16,69,69,70,72,70,69,69,70,72,74,75,74,79,79,79,79,79,76,74,73,73,71,71,71
1,2004,9,17,71,71,73,71,71,71,71,74,76,79,80,80,80,81,81,82,82,80,78,78,78,78,78,76
1,2004,9,18,75,75,73,73,73,73,73,72,73,70,70,69,69,67,,65,64,64,64,65,65,64,64,64
1,2004,9,19,64,64,62,59,59,57,57,57,58,60,62,64,64,65,65,65,65,64,62,59,58,55,57,58
1,2004,9,20,59,58,57,57,57,57,57,58,60,,65,64,66,67,67,68,65,65,63,57,57,57,55,55
1,2004,9,21,53,53,50,50,50,50,50,56,64,68,70,71,71,,72,72,73,71,66,63,62,61,61,60
1,2004,9,22,59,59,58,57,57,57,57,61,70,74,78,80,81,81,81,81,79,75,70,66,64,63,,59
1,2004,9,23,59,60,58,59,59,63,64,67,71,73,77,80,80,81,80,80,76,,71,69,66,65,65,65
1,2004,9,24,65,65,63,62,59,59,59,65,70,73,73,73,75,75,75,73,72,70,65,63,61,60,60,58
1,2004,9,25,57,57,57,57,55,55,55,58,65,71,73,73,75,75,76,,73,72,67,65,63,61,60,60
1,2004,9,26,59,58,58,57,56,56,56,59,67,72,73,75,,76,75,75,73,72,67,66,65,63,63,63
1,2004,9,27,64,62,64,65,66,66,66,69,71,73,74,74,74,73,74,74,73,73,71,71,71,72,72,72
1,2004,9,28,72,72,72,72,73,73,73,74,74,77,79,77,76,78,78,75,74,74,73,72,72,72,71,70
1,2004,9,29,68,68,68,67,67,67,67,67,67,68,70,70,70,70,70,70,70,69,67,67,67,67,65,65
1,2004,9,30,65,65,65,65,65,65,64,65,69,72,73,71,73,74,75,75,75,72,67,65,64,64,64,64
1,2004,10,1,63,64,63,63,63,63,63,63,66,70,73,73,73,72,73,72,70,69,67,64,64,64,64,64
1,2004,10,2,64,64,65,65,65,67,65,67,71,74,78,74,70,71,73,74,74,73,71,71,70,70,68,68
1,2004,10,3,68,67,65,66,68,65,66,65,67,69,71,67,68,68,69,70,67,67,64,63,61,60,62,59
1,2004,10,4,58,58,58,59,60,61,60,62,65,70,70,71,70,68,70,68,69,68,65,62,61,59,61,61
1,2004,10,5,61,60,58,61,62,59,59,57,60,62,64,64,65,66,66,64,63,62,58,56,57,54,54,53
1,2004,10,6,50,49,47,47,48,49,49,51,56,60,63,63,63,64,64,64,63,61,56,50,48,48,46,47
1,2004,10,7,46,45,45,44,45,46,44,48,58,64,65,67,69,69,69,69,68,66,59,56,54,53,53,51
1,2004,10,8,51,51,51,49,49,49,49,51,63,67,71,72,72,72,74,72,72,67,62,59,57,59,56,56
1,2004,10,9,53,53,51,52,51,51,50,54,62,67,70,71,72,72,74,72,72,67,63,61,59,59,57,57
1,2004,10,10,59,58,60,60,62,62,63,62,67,69,70,72,72,72,72,70,70,67,60,58,64,61,59,57
1,2004,10,11,57,56,54,54,54,54,53,55,56,56,57,60,62,60,59,58,60,58,55,50,49,48,48,46
1,2004,10,12,46,45,47,46,46,43,41,42,52,56,58,58,60,62,63,63,63,62,57,52,50,49,48,47
1,2004,10,13,45,47,44,45,45,43,43,45,54,61,65,69,66,62,58,57,56,57,58,58,62,60,59,64
1,2004,10,14,64,64,62,62,62,62,59,59,59,60,60,60,60,61,62,63,63,62,58,56,56,56,58,59
1,2004,10,15,57,59,59,61,61,61,62,62,63,63,63,62,61,63,63,63,64,64,61,58,61,61,57,58
1,2004,10,16,55,54,53,53,53,51,49,53,54,58,61,63,65,65,67,67,67,64,63,62,57,58,56,55
1,2004,10,17,55,54,52,45,43,43,45,51,54,57,60,61,61,63,63,64,64,62,54,50,48,46,45,46
1,2004,10,18,45,44,45,43,43,42,43,43,55,62,64,65,67,67,65,64,64,62,62,62,64,63,64,66
1,2004,10,19,66,64,66,66,66,67,66,66,70,70,71,71,71,74,74,74,72,70,68,68,67,67,65,64
1,2004,10,20,64,64,63,62,61,61,61,61,61,61,61,61,62,63,61,61,61,60,60,60,60,60,58,58
1,2004,10,21,58,58,58,58,58,58,58,58,58,59,59,61,61,61,60,60,58,58,56,56,56,56,56,56
1,2004,10,22,56,55,55,55,55,55,55,55,,,,,,,,,,,,,,,,53
1,2004,10,23,53,53,53,53,51,50,50,50,53,56,59,58,61,59,60,58,57,55,55,53,52,48,48,48
1,2004,10,24,48,47,48,47,50,50,50,50,49,52,52,52,52,53,54,54,52,52,52,52,52,51,47,47
1,2004,10,25,47,47,47,47,48,50,50,50,53,55,56,57,58,58,58,57,57,55,55,56,56,55,50,48
1,2004,10,26,49,48,48,48,46,47,47,47,55,57,60,62,62,63,63,61,61,58,54,53,50,48,48,46
1,2004,10,27,44,46,47,46,47,47,46,47,53,56,59,60,60,62,61,61,59,57,54,52,49,49,48,47
1,2004,10,28,47,47,47,47,49,48,50,49,55,57,61,62,63,63,63,61,59,56,53,52,55,50,48,50
1,2004,10,29,53,54,52,50,49,51,53,53,56,59,61,61,61,62,60,59,58,58,58,58,58,58,60,60
1,2004,10,30,58,60,60,60,61,61,62,62,62,64,64,65,68,72,72,75,74,68,66,66,72,71,70,70
1,2004,10,31,70,68,68,67,67,66,66,66,68,71,73,76,79,79,79,79,76,72,70,69,70,68,68,63
1,2004,11,1,59,58,57,54,56,55,52,51,60,65,65,67,67,67,67,66,66,62,57,56,56,54,54,52
1,2004,11,2,53,53,54,56,58,59,60,58,63,64,70,73,74,75,75,77,74,72,70,70,72,72,71,71
1,2004,11,3,71,71,70,71,70,69,69,69,69,68,67,66,66,64,64,63,63,60,57,56,56,54,53,52
1,2004,11,4,49,49,49,51,49,49,51,55,55,55,55,55,55,55,56,58,60,62,64,64,65,61,58,58
1,2004,11,5,56,56,55,55,55,54,54,52,53,54,54,55,56,56,56,58,56,55,48,46,45,41,41,39
1,2004,11,6,39,39,40,39,37,37,36,39,46,54,55,57,60,61,60,62,60,56,51,51,47,48,48,55
1,2004,11,7,55,54,50,52,47,45,44,43,51,56,62,65,66,68,69,69,67,64,60,57,55,54,54,56
1,2004,11,8,56,54,54,54,55,56,56,55,55,55,55,55,55,55,55,54,53,49,48,47,47,47,42,46
1,2004,11,9,46,45,40,41,39,40,37,42,46,46,47,47,49,49,47,47,46,44,43,39,41,39,39,39
1,2004,11,10,35,33,33,34,33,33,33,34,40,44,47,49,49,52,50,49,48,46,39,39,42,40,41,38
1,2004,11,11,38,36,37,38,38,37,37,37,47,53,57,57,61,62,60,59,58,56,51,48,49,49,49,49
1,2004,11,12,50,50,51,51,49,49,49,53,53,55,58,58,59,59,59,58,58,58,58,56,55,55,56,56
1,2004,11,13,55,55,53,49,47,46,44,44,44,44,44,44,44,46,46,48,47,46,46,44,44,43,41,41
1,2004,11,14,39,39,38,38,38,36,36,36,38,39,40,44,45,45,46,46,45,44,42,41,41,37,37,35
1,2004,11,15,36,35,35,36,36,39,42,43,45,48,48,50,52,52,53,53,53,49,44,42,38,39,38,37
1,2004,11,16,38,37,38,38,38,36,36,37,42,49,54,55,55,56,56,55,55,47,44,41,40,39,39,39
1,2004,11,17,38,38,38,37,36,36,38,40,,,,,,,,,,,,,41,41,38,39
1,2004,11,18,37,37,37,37,39,41,44,46,,,,,,,,,,,,,52,49,49,49
1,2004,11,19,48,49,51,52,52,52,51,48,,,,,,,,,,,,,53,52,51,50
1,2004,11,20,50,51,53,53,54,54,54,55,,,,,,,,,,,,,56,58,58,56
1,2004,11,21,56,56,56,56,56,55,55,54,,,,,,,,,,,,,49,49,48,49
1,2004,11,22,50,51,51,51,51,52,51,51,,,,,,,,,,,,,55,55,55,55
1,2004,11,23,55,55,55,55,54,55,55,55,,,,,,,,,,,,,56,56,56,56
1,2004,11,24,55,55,57,57,57,57,57,57,,,,,,,,,,,,,64,64,64,64
1,2004,11,25,64,64,64,64,64,64,64,64,65,66,67,70,69,64,62,56,55,51,50,49,47,46,46,44
1,2004,11,26,44,42,43,40,38,38,38,37,39,41,43,43,44,45,45,45,43,39,37,36,34,34,32,32
1,2004,11,27,32,31,32,32,32,30,31,33,37,51,54,55,56,56,56,56,56,56,56,56,56,56,56,58
1,2004,11,28,61,58,58,59,56,56,56,55,55,56,60,59,61,61,60,58,56,56,55,53,49,49,47,47
1,2004,11,29,46,45,45,45,45,45,45,44,45,46,46,48,48,49,50,49,48,46,43,39,38,38,38,37
1,2004,11,30,37,37,38,36,37,37,37,38,43,46,50,53,54,54,53,51,49,49,49,47,46,47,48,50
1,2004,12,1,52,51,52,52,54,56,57,59,60,59,63,59,56,59,58,58,56,53,53,53,51,49,47,44
1,2004,12,2,39,38,37,35,34,31,31,31,35,45,48,52,54,55,53,53,51,47,46,44,44,45,45,44
1,2004,12,3,42,43,43,41,46,45,45,44,45,47,48,51,52,52,53,53,51,47,41,39,38,37,36,38
1,2004,12,4,39,38,37,38,34,34,33,32,34,44,46,47,50,50,52,51,49,45,43,42,42,40,40,40
1,2004,12,5,44,45,45,43,45,42,41,40,44,49,53,55,57,58,57,57,55,49,46,41,41,41,39,40
1,2004,12,6,41,43,44,46,46,48,48,48,51,53,54,55,55,57,58,56,56,55,55,55,55,54,54,54
1,2004,12,7,54,53,53,53,53,53,53,54,55,56,58,64,65,68,67,66,65,65,65,64,64,63,65,68
1,2004,12,8,68,67,67,67,65,62,61,60,60,62,62,64,64,65,64,64,60,54,50,48,48,47,46,45
1,2004,12,9,45,43,42,42,42,42,47,49,52,55,56,57,57,58,57,56,56,56,56,56,56,56,58,61
1,2004,12,10,60,63,64,64,62,58,57,58,58,58,58,59,62,63,65,65,65,64,64,64,62,62,60,58
1,2004,12,11,58,57,55,54,53,52,49,48,49,54,54,55,54,54,53,50,50,49,47,47,48,48,46,46
1,2004,12,12,44,43,42,42,42,41,41,43,43,44,45,46,47,48,50,49,49,45,44,44,47,48,48,49
1,2004,12,13,49,50,50,50,50,48,47,46,48,49,53,53,49,49,50,49,48,47,47,47,45,44,43,41
1,2004,12,14,40,40,39,38,37,37,37,36,37,39,39,39,40,40,40,40,40,39,39,38,38,36,36,34
1,2004,12,15,34,34,33,32,30,30,29,28,28,30,32,34,34,36,36,36,36,34,34,34,33,34,30,29
1,2004,12,16,27,27,27,23,24,25,22,22,26,34,37,40,43,45,45,46,44,40,38,39,39,37,38,38
1,2004,12,17,38,38,39,38,39,40,38,37,38,42,43,46,47,48,48,47,46,40,39,37,35,32,32,32
1,2004,12,18,36,36,35,35,34,35,34,36,39,46,49,52,50,51,52,51,49,46,41,38,38,36,34,32
1,2004,12,19,32,32,32,32,31,31,30,33,38,44,46,47,47,48,50,47,45,43,42,40,40,38,32,31
1,2004,12,20,28,26,22,21,19,18,18,17,16,16,16,18,19,21,22,23,23,23,23,23,23,22,24,24
1,2004,12,21,20,19,20,19,19,21,26,26,27,32,35,39,41,44,46,46,46,44,42,43,38,36,38,45
1,2004,12,22,45,44,43,43,42,41,41,41,41,47,51,55,57,60,60,57,53,50,49,49,51,50,52,54
1,2004,12,23,55,56,57,56,58,56,56,58,58,58,58,62,62,63,62,59,61,59,60,56,53,47,44,40
1,2004,12,24,40,40,38,38,37,36,36,35,34,36,36,36,36,36,36,35,34,34,35,33,33,31,31,31
1,2004,12,25,31,31,30,31,30,29,29,28,28,28,28,31,31,31,31,31,31,31,29,29,29,29,29,30
1,2004,12,26,30,30,30,30,30,32,32,32,31,31,31,31,31,31,29,29,29,31,31,32,32,33,31,31
1,2004,12,27,33,32,31,30,31,30,30,30,29,30,30,30,29,30,31,31,31,29,29,28,28,28,26,25
1,2004,12,28,23,23,19,18,19,19,16,16,16,25,28,30,32,31,33,31,31,29,29,29,30,30,30,33
1,2004,12,29,33,33,33,35,35,35,35,36,36,38,39,43,46,49,50,51,47,43,40,39,40,40,44,46
1,2004,12,30,46,46,44,43,40,38,37,37,36,44,46,47,51,51,50,48,47,46,45,44,43,43,46,45
1,2004,12,31,44,45,43,39,38,37,38,39,40,46,52,54,55,56,56,56,54,51,50,50,49,49,51,49
1,2005,1,1,50,51,51,50,48,47,47,44,46,53,56,60,62,64,65,65,64,58,53,49,48,47,46,44
1,2005,1,2,44,47,47,45,45,45,46,46,46,48,52,53,52,54,53,54,53,51,49,50,49,49,48,46
1,2005,1,3,48,50,48,47,49,50,52,52,53,55,58,63,66,66,67,67,65,60,57,56,56,58,62,62
1,2005,1,4,60,60,60,60,59,58,60,60,61,61,62,64,65,69,70,69,67,59,54,51,51,47,47,47
1,2005,1,5,46,47,47,47,47,47,48,49,50,51,55,57,58,55,53,49,48,46,45,45,45,46,46,47
1,2005,1,6,47,47,48,48,49,48,50,50,52,58,61,64,65,67,71,71,65,61,62,62,60,60,57,64
1,2005,1,7,64,62,61,52,53,51,47,47,46,46,47,47,47,48,48,46,46,45,44,45,45,44,44,44
1,2005,1,8,46,46,46,46,46,46,47,47,49,51,53,56,60,60,58,57,58,56,53,52,47,47,46,45
1,2005,1,9,44,42,42,40,40,38,38,37,37,38,40,42,43,43,43,45,43,42,42,41,39,37,35,35
1,2005,1,10,34,35,33,35,36,37,36,40,42,45,51,52,54,55,55,54,52,48,46,42,41,40,39,39
1,2005,1,11,39,39,39,38,38,38,36,36,37,45,47,47,49,49,49,49,49,49,49,48,48,47,46,47
1,2005,1,12,46,47,46,46,47,47,47,47,48,52,56,61,63,65,66,66,65,60,58,56,57,56,57,58
1,2005,1,13,59,57,57,57,59,59,59,59,59,59,60,64,66,67,67,67,66,64,63,65,63,63,62,63
1,2005,1,14,62,62,63,63,62,63,62,63,63,59,50,48,46,43,40,40,42,43,44,43,43,43,43,42
1,2005,1,15,40,40,38,38,37,37,35,35,35,37,37,38,39,39,38,39,38,37,35,35,35,35,33,33
1,2005,1,16,33,33,34,32,32,33,35,35,37,37,37,38,38,40,39,39,38,38,37,36,35,35,34,33
1,2005,1,17,33,33,31,34,34,32,30,28,28,27,28,28,29,29,29,29,28,28,26,26,23,22,22,21
1,2005,1,18,21,19,19,19,19,19,19,19,19,19,,20,22,22,25,24,24,22,22,22,20,20,19,18
1,2005,1,19,16,16,16,12,12,12,13,14,19,22,27,27,27,28,28,25,25,25,26,27,27,27,27,27
1,2005,1,20,28,28,30,30,29,29,30,30,30,32,34,36,36,37,36,36,36,,31,31,31,30,30,31
1,2005,1,21,31,31,31,30,29,29,29,29,28,28,28,28,29,29,29,28,28,26,24,23,23,21,21,20
1,2005,1,22,18,18,16,18,18,19,21,21,,25,27,28,31,33,34,36,32,32,29,31,32,32,33,31
1,2005,1,23,31,31,29,28,26,23,21,20,18,18,18,19,20,20,21,22,22,22,22,22,22,21,20,18
1,2005,1,24,17,17,16,19,18,15,18,18,20,22,22,,27,28,28,29,28,29,29,29,29,29,32,32
1,2005,1,25,31,31,31,31,29,29,29,29,29,34,34,34,,37,37,37,38,37,34,31,34,34,34,35
1,2005,1,26,35,35,35,34,36,36,37,38,41,40,42,44,46,47,47,47,45,44,40,38,38,37,38,38
1,2005,1,27,37,37,35,33,31,29,26,23,21,22,22,22,23,24,24,25,24,22,21,21,21,20,20,19
1,2005,1,28,19,19,18,17,16,16,14,14,14,17,19,20,22,23,25,25,25,25,23,22,22,22,21,21
1,2005,1,29,21,20,20,20,18,20,20,20,21,26,30,33,35,36,36,35,34,34,31,29,31,31,31,33
1,2005,1,30,34,33,35,35,35,35,35,34,34,34,35,34,34,34,34,34,34,33,32,31,31,31,33,33
1,2005,1,31,33,33,31,31,29,29,29,29,29,31,34,35,35,36,36,36,36,34,34,34,34,34,34,34
1,2005,2,1,33,33,34,34,34,34,34,34,34,36,36,37,38,39,42,39,38,37,34,33,33,31,31,29
1,2005,2,2,29,29,29,28,28,29,27,27,29,31,36,36,38,39,40,40,40,38,33,34,34,34,34,33
1,2005,2,3,30,30,29,29,31,31,31,31,31,31,34,34,35,36,35,35,35,34,34,34,34,33,33,33
1,2005,2,4,34,34,33,33,33,34,33,33,34,34,36,37,38,38,38,39,38,38,37,37,37,37,37,36
1,2005,2,5,37,37,35,37,37,37,37,37,37,39,43,44,48,51,51,48,47,44,40,38,36,35,34,32
1,2005,2,6,32,33,37,37,36,36,35,32,35,39,44,49,51,52,53,53,49,45,40,39,37,37,37,35
1,2005,2,7,36,36,35,32,31,32,30,29,30,36,41,43,42,43,46,40,38,36,35,35,34,34,34,33
1,2005,2,8,33,32,32,32,32,33,33,32,34,38,44,47,56,58,59,60,58,54,47,45,42,42,43,44
1,2005,2,9,44,44,43,43,44,44,44,45,45,47,50,52,54,56,56,55,55,53,51,51,54,54,55,53
1,2005,2,10,53,56,55,55,55,49,47,46,46,46,45,44,45,46,46,46,44,41,39,39,38,37,35,35
1,2005,2,11,33,33,31,31,31,31,31,29,31,32,35,37,38,38,40,41,42,40,38,38,38,35,35,35
1,2005,2,12,35,33,34,32,31,30,27,29,30,36,39,44,46,47,49,49,51,49,47,46,45,44,40,41
1,2005,2,13,36,32,33,31,29,29,33,30,33,43,47,48,50,48,48,48,48,47,41,41,41,41,40,40
1,2005,2,14,40,40,40,40,40,40,40,42,44,44,46,47,47,48,49,50,50,53,52,51,50,51,51,52
1,2005,2,15,50,45,52,52,51,49,47,47,48,52,55,58,60,59,57,57,56,52,48,47,47,47,47,46
1,2005,2,16,46,46,45,44,42,43,43,44,47,49,55,62,63,63,64,64,64,57,51,46,46,45,45,43
1,2005,2,17,43,42,40,40,40,38,37,32,37,40,41,43,42,42,43,42,44,44,39,37,38,39,37,35
1,2005,2,18,35,29,34,34,33,35,33,33,33,33,33,34,35,36,37,37,37,35,34,33,32,31,31,29
1,2005,2,19,29,28,28,28,28,26,22,21,28,29,31,31,31,31,34,35,35,35,31,29,28,28,27,27
1,2005,2,20,27,25,27,27,29,30,28,28,32,37,41,43,43,43,41,40,40,38,38,38,38,38,39,39
1,2005,2,21,39,41,42,43,44,46,47,47,48,51,53,55,56,58,59,58,58,56,55,55,55,50,52,50
1,2005,2,22,48,45,46,44,44,43,41,40,40,41,40,43,43,44,45,45,45,44,44,40,38,38,38,37
1,2005,2,23,37,37,37,39,40,39,40,38,40,43,45,45,46,46,46,46,46,42,40,37,38,38,38,37
1,2005,2,24,37,38,40,40,40,38,40,37,38,35,35,35,35,35,37,37,37,37,37,37,37,37,35,34
1,2005,2,25,34,33,31,31,30,30,29,29,29,29,30,31,33,34,34,33,33,32,32,32,30,30,28,26
1,2005,2,26,27,25,24,23,25,24,24,22,30,35,38,39,43,43,44,45,46,44,42,38,37,33,32,31
1,2005,2,27,31,32,34,32,31,32,31,31,32,35,36,36,36,36,37,37,36,35,35,33,33,35,35,35
1,2005,2,28,37,37,38,38,38,38,38,38,38,40,40,41,43,43,43,43,43,42,42,39,39,37,36,36
1,2005,3,1,36,36,36,36,36,36,36,37,37,38,38,38,38,40,41,40,39,39,37,37,37,37,36,36
1,2005,3,2,36,34,34,34,34,33,33,32,34,36,36,37,39,39,38,40,40,38,37,37,35,35,33,33
1,2005,3,3,31,31,31,29,29,29,29,28,30,31,33,35,36,37,38,38,40,38,37,37,35,35,33,33
1,2005,3,4,31,30,29,31,32,29,29,27,33,36,37,37,39,40,43,45,43,42,39,38,39,39,40,40
1,2005,3,5,40,39,38,38,38,39,37,36,38,40,42,41,39,37,37,35,36,34,34,34,32,34,34,33
1,2005,3,6,34,34,31,34,34,34,34,28,35,39,43,46,47,49,51,53,55,55,53,52,51,52,51,47
1,2005,3,7,47,45,44,43,44,42,42,42,47,54,59,64,64,64,64,62,63,59,56,51,51,52,55,56
1,2005,3,8,56,54,53,54,53,54,50,52,53,52,56,44,37,34,31,31,35,36,35,34,34,32,31,31
1,2005,3,9,30,29,28,28,28,26,26,27,28,30,32,31,35,35,38,39,39,39,36,33,30,30,29,31
1,2005,3,10,31,32,31,29,29,29,28,27,33,37,39,40,40,42,42,42,44,41,38,37,36,36,36,38
1,2005,3,11,39,39,39,40,38,38,39,37,43,47,51,53,55,56,58,55,52,49,46,45,44,41,44,45
1,2005,3,12,40,39,38,40,38,37,36,36,38,39,43,42,42,45,47,50,52,50,50,48,46,42,43,45
1,2005,3,13,44,43,44,44,40,38,38,36,37,39,43,44,46,46,45,45,45,43,41,40,40,40,40,38
1,2005,3,14,36,36,36,35,35,35,35,35,36,37,38,39,40,41,43,43,43,42,39,38,35,32,30,31
1,2005,3,15,32,31,31,37,37,35,35,36,37,38,40,40,42,44,45,46,46,45,42,38,36,33,32,32
1,2005,3,16,30,30,32,34,36,36,36,38,40,43,43,43,43,44,42,42,40,40,38,38,38,37,37,37
1,2005,3,17,37,38,38,39,39,39,38,38,39,40,40,41,40,40,38,38,38,37,37,37,37,37,37,37
1,2005,3,18,37,37,35,32,31,31,31,31,40,44,45,47,49,51,51,52,52,52,49,44,42,41,40,38
1,2005,3,19,37,36,35,35,35,33,33,33,43,48,52,54,56,58,56,55,53,51,49,47,47,47,47,47
1,2005,3,20,46,46,45,45,45,45,45,45,46,47,51,52,55,57,58,55,56,55,54,50,52,49,48,46
1,2005,3,21,47,46,44,44,42,42,43,44,46,47,49,50,50,50,50,50,51,49,48,46,45,41,39,38
1,2005,3,22,37,36,35,33,33,33,33,36,44,46,48,51,52,54,53,53,49,48,46,44,44,44,46,47
1,2005,3,23,47,48,49,50,53,52,53,54,53,55,56,56,56,57,59,60,63,63,55,51,47,47,46,46
1,2005,3,24,44,44,44,44,44,44,42,42,42,43,44,44,44,44,46,46,46,46,45,45,40,39,38,36
1,2005,3,25,36,36,37,38,40,40,40,43,45,46,46,46,46,46,47,46,46,45,45,44,44,44,44,44
1,2005,3,26,44,44,44,44,44,42,42,44,44,46,48,51,51,52,50,47,47,45,44,44,44,44,44,44
1,2005,3,27,45,45,46,44,44,45,45,46,46,47,48,49,49,50,50,50,49,49,48,47,49,48,49,49
1,2005,3,28,49,52,53,54,55,55,55,55,55,56,58,60,61,60,63,60,62,63,60,57,56,56,54,53
1,2005,3,29,53,52,52,50,49,49,49,49,51,51,54,53,55,56,55,55,55,55,55,54,54,49,48,48
1,2005,3,30,46,48,47,47,46,44,40,44,49,52,53,54,54,55,56,55,54,52,49,46,44,44,44,44
1,2005,3,31,44,44,44,44,44,44,46,47,49,50,53,54,53,54,54,52,51,51,51,51,51,53,54,54
1,2005,4,1,54,54,53,51,50,48,50,53,54,53,55,53,55,53,54,53,54,53,50,48,47,47,47,49
1,2005,4,2,49,49,51,55,58,59,59,58,59,61,59,59,58,59,58,57,59,59,56,54,52,50,48,48
1,2005,4,3,47,47,46,46,45,45,46,46,47,49,51,53,53,54,55,51,53,53,53,51,49,48,48,44
1,2005,4,4,43,46,44,43,42,44,47,49,53,56,57,62,62,64,65,65,66,66,63,58,51,48,48,46
1,2005,4,5,42,41,42,42,42,40,40,47,55,56,59,60,62,62,63,63,62,59,56,53,51,52,51,52
1,2005,4,6,54,53,53,53,52,52,53,56,63,67,71,73,77,78,80,80,81,76,72,66,66,66,65,64
1,2005,4,7,62,61,63,62,62,63,62,63,66,70,71,73,71,72,73,72,70,66,66,66,65,65,64,64
1,2005,4,8,62,62,63,63,62,62,62,61,62,64,66,64,66,65,65,64,55,54,50,50,50,50,50,50
1,2005,4,9,52,52,52,52,52,47,47,47,52,54,55,57,57,57,57,57,55,55,52,49,47,46,45,44
1,2005,4,10,43,41,41,41,41,41,43,47,50,54,58,59,60,60,61,62,62,62,59,53,51,49,46,44
1,2005,4,11,45,44,45,45,47,45,46,54,57,58,58,55,56,55,54,54,52,49,47,46,46,44,44,44
1,2005,4,12,40,39,38,38,39,37,37,44,46,47,49,49,48,48,48,46,46,46,45,45,45,45,43,43
1,2005,4,13,43,45,45,44,44,44,45,45,46,48,52,51,52,51,51,51,49,48,48,46,46,44,44,44
1,2005,4,14,42,41,42,44,41,41,41,46,48,52,53,55,56,55,55,55,54,53,50,47,46,46,46,46
1,2005,4,15,46,46,46,46,44,44,44,44,45,46,47,48,48,49,48,48,47,46,45,44,43,43,43,42
1,2005,4,16,40,40,40,39,40,42,43,44,46,48,49,50,50,52,52,52,50,48,46,43,43,40,40,40
1,2005,4,17,39,40,39,39,39,38,39,46,51,54,56,58,60,63,64,65,66,66,64,56,53,51,51,51
1,2005,4,18,50,51,50,52,51,50,50,54,59,63,67,67,72,71,72,71,70,70,70,63,59,56,54,53
1,2005,4,19,53,53,53,51,49,50,50,56,65,71,76,78,77,78,78,77,73,69,67,64,64,62,60,59
1,2005,4,20,63,62,62,62,62,62,59,64,68,71,75,81,80,82,83,83,83,79,76,71,68,68,70,69
1,2005,4,21,69,70,70,67,64,62,62,66,71,71,71,71,69,63,59,57,56,53,53,51,51,51,51,51
1,2005,4,22,51,51,51,51,51,51,51,51,53,53,55,56,56,56,58,56,56,58,57,53,52,55,58,63
1,2005,4,23,62,62,61,63,63,62,62,61,64,64,65,66,65,65,68,68,64,63,60,56,56,56,55,54
1,2005,4,24,52,48,48,47,46,46,46,48,48,52,53,53,54,54,53,54,52,52,49,47,48,48,46,46
1,2005,4,25,46,46,46,46,45,45,45,48,51,54,56,57,60,61,62,62,62,62,62,58,53,52,53,52
1,2005,4,26,52,52,49,50,50,50,50,54,58,61,61,61,62,63,62,62,61,60,60,59,58,58,56,56
1,2005,4,27,55,58,58,58,59,59,59,61,63,65,67,66,68,67,67,69,67,66,65,59,56,54,53,58
1,2005,4,28,56,55,55,54,54,52,52,54,56,58,58,60,61,62,64,65,64,62,62,58,56,56,56,55
1,2005,4,29,54,55,54,54,55,54,55,58,58,60,60,60,60,57,59,61,62,61,60,58,57,56,56,55
1,2005,4,30,56,57,57,57,57,59,61,62,64,64,69,71,73,74,74,71,69,69,66,66,66,67,66,67
1,2005,5,1,67,66,65,65,60,59,56,55,55,55,56,57,58,60,61,64,63,62,61,55,52,50,49,50
1,2005,5,2,51,51,49,48,47,46,47,53,57,62,62,63,63,60,58,58,60,59,59,54,51,55,54,50
1,2005,5,3,51,51,49,49,48,48,49,51,54,55,55,57,57,57,59,61,58,58,57,52,49,49,47,45
